,actor_1_name,director_name
2869,Stephanie Szostak,Katherine Dieckmann
2870,Zooey Deschanel,Michael Clancy
2871,Chris Noth,Michael Radford
2872,Eric Idle,Arthur Hiller
2873,Jeff Bridges,Michael Meredith
2874,Mike Epps,Marcus Raboy
2875,Drew Fuller,Scott Marshall
2876,Jim Carter,Álex de la Iglesia
2877,Lambert Wilson,Eric Lavaine
2878,Damian Walshe-Howling,Andrew Traucki
2879,Teryl Rothery,Patrick Lussier
2880,Sendhil Ramamurthy,Gurinder Chadha
2881,Shane Pollard,Robert Adetuyi
2882,Jim Sturgess,Kari Skogland
2883,Mem Ferda,Julian Gilbey
2884,Drake Bell,Taedong Park
2885,Veronica Ferres,Paul Schrader
2894,Tyler Mane,William Phillips
2895,Kristen Stewart,Greg Mottola
2896,Isabelle Huppert,Michael Haneke
2897,Danny Pino,Andy Garcia
2898,John Witherspoon,Steve Carr
2899,Donald Pleasence,Lewis Gilbert
2900,Tom Skerritt,Gary Sherman
2901,Kristen Stewart,Floria Sigismondi
2902,Jizelle Jade,Jared Hess
2904,Jonathan Winters,Stanley Kramer
2905,Carmen Maura,Pedro Almodóvar
2906,Alexander Skarsgård,Lars von Trier
2907,John Vernon,Gerald Potterton
2908,Shah Rukh Khan,Yash Chopra
2909,Robert Downey Jr.,Richard Loncraine
2910,Bárbara Mori,Anurag Basu
2911,Noah Taylor,Kriv Stenders
2912,Tom Skerritt,Ridley Scott
2913,Topol,Norman Jewison
2914,Noel Gugliemi,James DeMonaco
2915,Desmond Llewelyn,Terence Young
2916,Vivica A. Fox,F. Gary Gray
2917,Harold Perrineau,Malcolm D. Lee
2918,Catherine Hicks,Tom Holland
2919,Michael Moore,Michael Moore
2920,Rosario Dawson,Kris Isacsson
2921,Ethan Embry,Danny Leiner
2922,Jeff Bridges,Rod Lurie
2923,Vin Diesel,Ben Younger
2924,Oliver Hudson,Glen Morgan
2925,Anjelica Huston,Stewart Raffill
2926,Jennifer Esposito,Daniel Taplitz
2927,Lea Michele,Kevin Tancharoen
2928,Brian Blessed,Kenneth Branagh
2929,Carlos Ponce,Linda Mendoza
2930,Kristin Lehman,Christopher McQuarrie
2931,Steve Coogan,Andrew Fleming
2932,Kieran Culkin,Burr Steers
2933,Jon Favreau,Hart Bochner
2934,Bill Cobbs,Michael O. Sajbel
2935,Billy Crudup,Bart Freundlich
2936,Fisher Stevens,Meiert Avis
2937,Christian Bale,Todd Haynes
2938,Q'orianka Kilcher,Marc Forby
2939,Sarunyu Wongkrachang,Chatrichalerm Yukol
2940,Lesley Manville,Mike Leigh
2941,Lars Mikkelsen,Ole Christian Madsen
2942,Jacqueline McKenzie,Peter Cattaneo
2943,Michael Jai White,Ekachai Uekrongtham
2944,Harrison Gilbertson,Jeremy Sims
2945,Sarah Michelle Gellar,Emily Young
2948,Riccardo Scamarcio,Maïwenn
2950,Hayden Christensen,Joby Harold
2951,Jeff Bridges,Scott Cooper
2952,Dee Bradley Baker,
2953,Bella Thorne,Ari Sandel
2954,Jake Gyllenhaal,Dan Gilroy
2955,Dianne Wiest,Joel Schumacher
2956,David Keith,Mark Rydell
2957,Djimon Hounsou,David E. Talbert
2958,Matthew Broderick,Alexander Payne
2959,Jacinda Barrett,Mira Nair
2960,Robert Redford,J.C. Chandor
2961,Brittany Daniel,Jay Chandrasekhar
2962,Abbie Cornish,Jane Campion
2963,Mariah Carey,Vondie Curtis-Hall
2964,Yu-mi Jeong,Woo-Suk Kang
2965,Alexa PenaVega,Darren Lynn Bousman
2966,Shah Rukh Khan,Karan Johar
2967,Katrina Kaif,Vipul Amrutlal Shah
2968,Ranbir Kapoor,Ayan Mukerji
2969,Mary Elizabeth Mastrantonio,John Sayles
2970,Padraic Delaney,Ken Loach
2971,Alexandra Maria Lara,James Ivory
2972,Peter Ustinov,Mervyn LeRoy
2973,Eleanor Parker,Robert Wise
2974,Bruce Willis,Quentin Tarantino
2975,Madeline Kahn,James Frawley
2976,Tom Hanks,Ron Howard
2977,Steve Carell,Jonathan Dayton
2978,Emma Stone,Will Gluck
2979,Marshall Bell,Rob Reiner
2980,Noah Huntley,Danny Boyle
2981,Clint Eastwood,Don Siegel
2982,Jennifer Freeman,Chris Stokes
2983,Joseph Gordon-Levitt,Jonathan Levine
2984,Faizon Love,Martin Lawrence
2985,Boris Kodjoe,Rick Famuyiwa
2986,Mackenzie Davis,Tom Gormican
2987,James Kyson,Masayuki Ochiai
2988,Anthony Hopkins,James Ivory
2989,Brian Doyle-Murray,Ken Shapiro
2990,Telly Savalas,Peter R. Hunt
2991,Keanu Reeves,Kenneth Branagh
2992,Ted Danson,George A. Romero
2993,Ted Danson,George A. Romero
2994,Curtis Armstrong,Doug Atchison
2995,Miko Hughes,Wes Craven
2996,Stephen Collins,John Schultz
2997,Christopher Nicholas Smith,Nicole Holofcener
2998,Dave Chappelle,Tamra Davis
2999,J.K. Simmons,Jonas Elmer
3000,James Corden,John Carney
3001,Christian Bale,Mary Harron
3002,Jake Gyllenhaal,Miguel Arteta
3003,Colm Feore,Erik Canuel
3004,Norman Reedus,Troy Duffy
3005,Jada Pinkett Smith,Matty Rich
3006,Eddie Izzard,E. Elias Merhige
3007,Zoë Kravitz,Anna Boden
3008,Mark Margolis,Matt Reeves
3009,Harold Perrineau,Fina Torres
3010,Jennifer Jason Leigh,Duke Johnson
3011,Jim Broadbent,Mike Leigh
3012,Cary-Hiroyuki Tagawa,Mark L. Lester
3013,Janeane Garofalo,David Dobkin
3014,Bob Hoskins,Nigel Cole
3015,Colin Firth,Anand Tucker
3016,Sean Lennon,Tomm Moore
3017,Kurtwood Smith,Steve James
3018,Faye Dunaway,Michael Winner
3019,Hunter Parrish,David Jacobson
3020,Jerry Ferrara,Michael Corrente
3021,Robert Downey Jr.,Keith Gordon
3022,Alexia Fast,Andrew Currie
3023,Rufus Sewell,Edward Hall
3024,Will Ferrell,Andrew Wilson
3025,Rupert Grint,Jonathan Lynn
3026,John de Lancie,Marc Schölermann
3027,Tom Hardy,
3028,Brian Dennehy,Robert Moresco
3029,Ian Tracey,Claudia Llosa
3030,Michael Angarano,Thomas Vinterberg
3031,Mitsuo Iwata,Katsuhiro Ôtomo
3032,Paul Walker,John Herzfeld
3034,Celia Imrie,Ol Parker
3035,Charlotte Rampling,François Ozon
3036,Delroy Lindo,David Webb Peoples
3037,Morgan Freeman,Bruce Beresford
3038,Vanessa Williams,George Tillman Jr.
3039,Joseph Gordon-Levitt,Marc Webb
3040,Françoise Yip,Stanley Tong
3041,J.K. Simmons,Jason Reitman
3042,Jay Hernandez,Eli Roth
3043,Dominic Cooper,Lone Scherfig
3044,J.K. Simmons,Mike Judge
3045,Jason Patric,Joe Carnahan
3046,Frances Conroy,Anand Tucker
3047,Joely Richardson,Tony Richardson
3048,Molly Parker,Paul Gross
3049,Ivana Milicevic,Charles Robert Carner
3050,Mia Wasikowska,Rodrigo García
3051,Keanu Reeves,Nicolas Winding Refn
3052,Jeff Bridges,Larry Charles
3053,Samantha Morton,Michael Winterbottom
3054,Bruce Dern,Joe Dante
3055,Akon,Jeta Amata
3056,Bob Hoskins,Sacha Bennett
3058,Saif Ali Khan,Siddharth Anand
3059,Catherine Deneuve,Vincent Paronnaud
3060,Joseph Gilgun,Daniel Barber
3061,Desmond Llewelyn,Guy Hamilton
3062,George Coe,Robert Marcarelli
3063,Devid Striesow,Tom Tykwer
3064,J.K. Simmons,Jason Reitman
3065,J.K. Simmons,Jason Reitman
3066,Al Pacino,Francis Ford Coppola
3067,Channing Tatum,Steven Soderbergh
3068,Michael Nouri,Adrian Lyne
3069,Holly Hunter,Jane Campion
3070,Gary Dourdan,Salim Akil
3071,Yaphet Kotto,Guy Hamilton
3072,Clint Howard,Jay Russell
3073,Sullivan Stapleton,Jonathan Liebesman
3074,Ryan Reynolds,Adam Brooks
3075,Robert Downey Jr.,George Clooney
3076,Philip Seymour Hoffman,Bennett Miller
3077,Quentin Tarantino,Robert Rodriguez
3078,Farrah Fawcett,Michael Anderson
3079,Christopher Lee,Guy Hamilton
3080,Bill Duke,Craig R. Baxley
3081,Bill Murray,Don Kempf
3082,Kimberly Elise,Rick Famuyiwa
3083,Sid Haig,Rob Zombie
3084,Zach Gilford,Matt Bettinelli-Olpin
3085,Lily Tomlin,David O. Russell
3086,Minnie Driver,Gina Prince-Bythewood
3087,Sarah Michelle Gellar,
3088,LL Cool J,Michael Rymer
3089,Sid Haig,Rob Zombie
3090,Michael Stuhlbarg,Ethan Coen
3091,Bill Murray,Aaron Schneider
3092,Colin Firth,Tom Ford
3093,Julian Sands,Steve Miner
3094,Irvin Kershner,Martin Scorsese
3095,Matt Walsh,Jay Duplass
3096,Jonathan Brandis,Michael Corrente
3097,Indira Varma,Gurinder Chadha
3098,Roy Billing,Phillip Noyce
3099,Jeffrey Jones,Don Michael Paul
3100,Michael J. Pollard,Tony Maylam
3101,Anne Hathaway,Mitch Davis
3102,Shah Rukh Khan,Yash Chopra
3103,Alice Braga,David Mamet
3104,Bruce McGill,Kevin Brodie
3105,Ed Begley Jr.,Paul Schrader
3106,Ellen Burstyn,Tim Chambers
3107,Nathalie Fay,Sofia Coppola
3108,Hayden Christensen,George Hickenlooper
3109,Samantha Barks,John Stephenson
3110,Geoff Stults,Bob Gosse
3111,Tom Cruise,Curtis Hanson
3112,Naomi Watts,Rodrigo García
3113,Catherine Deneuve,Dick Richards
3114,Steve Carell,Peter Sollett
3115,Richard E. Grant,Richard Shepard
3116,Lynn Cohen,Shari Springer Berman
3117,Joseph Gordon-Levitt,Spencer Susser
3118,Taylor Negron,Alex Zamm
3119,Matt Damon,Gus Van Sant
3120,Emily Watson,Richard E. Grant
3121,Olivia Williams,Thaddeus O'Sullivan
3122,Chris Hemsworth,Stephen Milburn Anderson
3123,Norman Reedus,Troy Duffy
3124,Michael Wong,David Lam
3125,Alden Ehrenreich,Francis Ford Coppola
3126,Rex Baker,Jackie Earle Haley
3131,Clint Eastwood,Clint Eastwood
3132,Jennifer Lawrence,Mark Tonderai
3133,Milla Jovovich,Richard Linklater
3135,Heike Makatsch,Max Färberböck
3136,Rory Culkin,Arie Posin
3137,Glenn Plummer,Damian Nieman
3138,Deborah Mailman,Rachel Perkins
3139,Laura Morante,Gabriele Muccino
3140,Jim Broadbent,Ian Fitzgibbon
3141,Alfre Woodard,John R. Leonetti
3142,John Cothran,John Singleton
3143,Esai Morales,Luis Valdez
3144,Rita Moreno,Alan Alda
3145,Angie Dickinson,Brian De Palma
3146,Curtis Armstrong,Stephen Sommers
3147,Sarah Polley,Doug Liman
3148,Greg Germann,Nicole Holofcener
3149,David Wayne,Robert Wise
3150,Leon,Louis Morneau
3151,Merab Ninidze,Caroline Link
3152,Michael Fassbender,Steve McQueen
3153,Tom Hardy,Matthew Vaughn
3154,Alexander Skarsgård,Zal Batmanglij
3155,Emily Podleski,Sterling Van Wagenen
3156,Robin Wright,Michael Mayer
3157,Charlotte Rampling,Hans Petter Moland
3158,Ray Winstone,Ian Sharp
3159,Michael Biehn,James Cameron
3160,Florian Lukas,Wolfgang Becker
3161,Sam Riley,Anton Corbijn
3162,Stephen Graham,Tom Hooper
3163,Ethan Suplee,Kevin Smith
3164,Johnny Depp,Oliver Stone
3165,Osama bin Laden,Michael Moore
3166,Katharine Ross,George Roy Hill
3167,Ed Wynn,Robert Stevenson
3168,Adam Baldwin,Robert Redford
3169,Rita Moreno,Jerome Robbins
3170,Bill Murray,Harold Ramis
3171,Julie Benz,Gary Hardwick
3172,Mark Margolis,Darren Aronofsky
3173,Ruby Dee,Spike Lee
3174,Donald Pleasence,John Carpenter
3175,Omar Epps,Rick Famuyiwa
3176,Kevin Spacey,Bryan Singer
3177,Lisa Wilcox,Stephen Hopkins
3178,Joseph Cotten,King Vidor
3179,John Michael Higgins,Christopher Guest
3180,David Oyelowo,Kevin Macdonald
3181,Michael McKean,Christopher Guest
3182,Tisha Campbell-Martin,Spike Lee
3183,Lochlyn Munro,Fred Savage
3184,Julia Roberts,Donald Petrie
3185,Sammo Kam-Bo Hung,Sammo Kam-Bo Hung
3186,Jeanne Tripplehorn,Peter Howitt
3187,Corbin Bernsen,Rusty Cundieff
3188,Matthew McConaughey,Richard Linklater
3189,John Heard,Ed Harris
3190,Charlotte Rampling,Jean-Jacques Mantello
3191,Janeane Garofalo,Risa Bramon Garcia
3192,Ezra Miller,Raymond De Felitta
3193,Don Cheadle,John Michael McDonagh
3194,Kirsten Dunst,Sofia Coppola
3195,Jim Broadbent,Mark Herman
3196,Hugh M. Hefner,Zach Cregger
3197,Sarah Michelle Gellar,Mark Tarlov
3198,Jim Parsons,Zach Braff
3199,Antoni Corone,Sheldon Lettich
3200,John Cameron Mitchell,John Cameron Mitchell
3201,Hayden Christensen,Billy Ray
3202,Mary-Kate Olsen,Jonathan Levine
3203,Chelcie Ross,David Atkins
3204,Bingbing Li,Wayne Wang
3205,Stockard Channing,Patrick Stettner
3206,Michael Berryman,Sylvio Tabet
3207,William Holden,Sam Peckinpah
3208,Aidan Quinn,Rick Bieber
3209,Lesley-Anne Down,Michael Crichton
3210,Samantha Morton,Lynne Ramsay
3211,Benoît Magimel,Claude Chabrol
3212,Tim Blake Nelson,Joey Lauren Adams
3213,Jennifer Ehle,Shana Feste
3214,Charlie Hunnam,Stefan Ruzowitzky
3215,Meryl Streep,Fred Zinnemann
3216,James Nesbitt,Peter Cattaneo
3217,Matthew McConaughey,S.R. Bindler
3218,Anne Hathaway,Kate Barker-Froyland
3219,Noam Chomsky,Tony Kaye
3220,Pruitt Taylor Vince,Jake Goldberger
3226,Debbie Harry,David Cronenberg
3227,Romain Duris,Cédric Klapisch
3228,Yorick van Wageningen,Martin Koolhoven
3229,Mira Sorvino,Christopher M. Bessette
3230,Sean Pertwee,Gary Sinyor
3231,Simon Bird,
3232,Archie Panjabi,Gurinder Chadha
3233,Wesley Jonathan,Preston A. Whitmore II
3234,Miguel Ferrer,John Sayles
3235,Kayla Jackson,Stewart Raffill
3236,Asin,Ashish R. Mohan
3237,Jonathan D. Mellor,Jaume Balagueró
3238,Eileen Brennan,George Roy Hill
3239,Alice Krige,Hugh Hudson
3240,Cicely Tyson,Darren Grant
3241,Noah Taylor,Scott Hicks
3242,Joseph Gordon-Levitt,Joseph Gordon-Levitt
3243,Clint Eastwood,Clint Eastwood
3244,Scarlett Johansson,Terry Zwigoff
3245,Kate Winslet,Richard Eyre
3246,Stephen Macht,William Sachs
3247,Paul Sorvino,Émile Gaudreault
3248,Alexis Dziena,James Cox
3249,Jean-Pierre Léaud,Aki Kaurismäki
3250,Sarah Michelle Gellar,James Toback
3251,Jim Gaffigan,George Ratliff
3252,Lindsay Kay Hayward,Hitoshi Matsumoto
3253,Samantha Morton,Liv Ullmann
3255,Philippe Nahon,Gaspar Noé
3256,Anupam Kher,Rakeysh Omprakash Mehra
3257,Russell Tovey,Jon Wright
3258,Jon Hamm,David Wain
3259,Bob Hoskins,Shane Meadows
3260,Campbell Scott,Michael McGowan
3261,Abhishek Bachchan,Rohan Sippy
3262,Teresa Wright,Jeannot Szwarc
3263,Nia Vardalos,Joel Zwick
3264,Johanna Braddy,Henry Joost
3265,Emmanuelle Vaugier,Darren Lynn Bousman
3266,Lin Shaye,James Wan
3267,Bradley Cooper,Dan Trachtenberg
3268,Bam Margera,Jeff Tremaine
3269,Billy Burke,David F. Sandberg
3270,Matt Shively,Henry Joost
3271,Lin Shaye,Stiles White
3272,John Saxon,Chuck Russell
3273,Burt Kwouk,Blake Edwards
3274,Richard Burton,Henry Koster
3275,Johnny Depp,Rachel Talalay
3276,Charlize Theron,Patty Jenkins
3277,Richard Cabral,Christopher Landon
3278,James Lafferty,Mike Flanagan
3279,Matthew McConaughey,Jean-Marc Vallée
3280,Sterling Jerins,John Erick Dowdle
3281,Anthony Hopkins,David Lynch
3282,Olivia Wilde,David Gelb
3283,Callum Rennie,Christopher Nolan
3284,Zooey Deschanel,Jesse Peretz
3285,Ethan Suplee,Kevin Smith
3286,Julie Walters,Stephen Daldry
3287,Steve Carell,Nat Faxon
3288,Ben Feldman,John Erick Dowdle
3289,John Beasley,Robert Duvall
3290,Tony Bonner,George Miller
3291,William Schallert,George Jackson
3292,Frank Welker,Maurice Joyce
3293,William Hurt,Stephen Hopkins
3294,Faye Dunaway,Frank Perry
3295,Kristen Stewart,Richard Glatzer
3296,Warren Christie,Gonzalo López-Gallego
3297,Boris Kodjoe,Bille Woodruff
3298,Donald Pleasence,Joe Chappelle
3299,Gene Tierney,Michael Curtiz
3300,Jurnee Smollett-Bell,Kasi Lemmons
3301,Sylvester Stallone,Bruce Malmuth
3302,James Franco,Harmony Korine
3303,Maribel Verdú,Alfonso Cuarón
3304,Peter Serafinowicz,Edgar Wright
3305,Jessica Lowndes,Mickey Liddell
3306,Matthew McConaughey,John Sayles
3307,Thomas F. Wilson,Fred Walton
3308,Steve Guttenberg,Barry Levinson
3309,David Carradine,Steve Carver
3310,Clifton Collins Jr.,Christine Jeffs
3311,Fred Willard,Michael Tiddes
3312,Gary Cooper,Frank Borzage
3313,Gina Lollobrigida,King Vidor
3314,Vanna Bonta,Don Coscarelli
3315,Eddie Cibrian,Bill Duke
3316,Alex Kendrick,Andrew Erwin
3317,Donald Faison,Bille Woodruff
3318,Lara Jill Miller,Mamoru Hosoda
3319,Macaulay Culkin,Brian Dannelly
3320,Robert Shaw,Richard Lester
3321,Harrison Ford,Guy Hamilton
3322,Brendan Fehr,J.S. Cardone
3323,Fran Drescher,Jay Levey
3324,Norbert Ferrer,Ronan Chapalain
3325,Linda Cardellini,Nicholaus Goossen
3326,Jon Favreau,Jon Favreau
3327,Kevin Spacey,Duncan Jones
3328,Hayden Christensen,Michael Polish
3329,Miranda Cosgrove,Scott Marshall
3330,Bruce Greenwood,Atom Egoyan
3331,Alan Rickman,Randall Miller
3332,Cassandra Peterson,Jerry Belson
3333,Alia Shawkat,Jeremy Saulnier
3334,Kate Winslet,Peter Jackson
3335,Will Ferrell,Dan Rush
3336,Jeremy Renner,Michael Cuesta
3337,Dianne Wiest,John Cameron Mitchell
3338,Kim Dickens,Jake Kasdan
3339,Christian Bale,Brad Anderson
3340,Dana Delany,Paul Schrader
3341,Joaquim de Almeida,James Manera
3342,Macaulay Culkin,Fenton Bailey
3343,Liza Minnelli,Billy Kent
3344,Andrew Wilson,Wes Anderson
3345,Viggo Mortensen,Kevin Spacey
3346,Akshaye Khanna,Feroz Abbas Khan
3347,Jeffrey Frost,Errol Morris
3348,Katrina Bowden,Eli Craig
3349,Adam Scott,Nicholas Fackler
3350,Judith Anderson,Richard Wallace
3351,Ethan Suplee,Morgan J. Freeman
3352,Meghan Ory,Matthew Hastings
3353,Mike Figueroa,Brian De Palma
3354,Billy Crudup,William H. Macy
3355,Adam Garcia,Klaus Menzel
3356,Glenn Campbell,Oren Peli
3357,Heather Locklear,Jim Amatulli
3358,Dave Legeno,Paul Andrew Williams
3371,Udo Kier,Fatih Akin
3372,Isaac Hempstead Wright,Nick Murphy
3373,Keith Carradine,Leonard Farlinger
3374,Robert Duvall,Billy Bob Thornton
3375,Jay Hernandez,Eli Roth
3376,Ryan Gosling,Nicolas Winding Refn
3377,Katy Mixon,Jeff Nichols
3378,Steve Coogan,Michael Winterbottom
3379,Alex Rocco,Frank LaLoggia
3380,Rupert Grint,Jeremy Brock
3383,James Coburn,Sam Peckinpah
3384,Denis Lavant,Christophe Ali
3385,Bhama,Shekar
3386,Gerard Butler,Shona Auerbach
3387,Eddie Redmayne,Tom Kalin
3388,Raymond Burr,Dennis Hopper
3389,William Kircher,Robert Sarkies
3390,Steve Guttenberg,Hugh Wilson
3391,Kristin Scott Thomas,Mike Newell
3392,Brooke Shields,Randal Kleiser
3393,Jennifer Jason Leigh,Amy Heckerling
3394,Dan Fogler,
3395,Philip Seymour Hoffman,Spike Lee
3396,Royal Dano,John Huston
3397,Christopher Meloni,Lana Wachowski
3398,Ellen Burstyn,Darren Aronofsky
3399,Dana Andrews,Walter Lang
3400,Mía Maestro,Carlos Saura
3401,Jim Belushi,Oliver Stone
3402,Jake Gyllenhaal,Richard Kelly
3403,Patrick Fugit,Jonas Åkerlund
3404,Rich Pecci,Todd Solondz
3405,Joely Richardson,Henry Hobson
3406,Oksana Akinshina,Lukas Moodysson
3407,Liam Neeson,Agnieszka Wojtowicz-Vosloo
3408,Jason Statham,Barry Skolnick
3409,Hayley Atwell,Nick Love
3410,Michael Jai White,Ernie Barbarash
3414,Scatman Crothers,Milos Forman
3415,Sid Caesar,Mel Brooks
3416,Nimrat Kaur,Raja Menon
3418,Keisha Castle-Hughes,Niki Caro
3419,Ray Winstone,Jonathan Glazer
3420,Vidya Balan,R. Balki
3421,Dorian Missick,
3422,Julian Richings,George A. Romero
3424,Jason Priestley,Richard Kwietniowski
3425,Art Hindle,Bob Clark
3426,Jim Broadbent,Neil Jordan
3427,Scarlett Johansson,Sofia Coppola
3428,Woody Allen,Woody Allen
3429,Gloria Grahame,Cecil B. DeMille
3430,Ryan Guzman,Rob Cohen
3431,Nicolas Cage,Mike Figgis
3432,Heath Ledger,Marc Forster
3433,Ellar Coltrane,Richard Linklater
3434,Josh Hutcherson,Lisa Cholodenko
3435,Ashley Rickards,Michael Tiddes
3436,Muse Watson,Ed Gass-Donnelly
3437,Linnea Quigley,Dan O'Bannon
3438,Linnea Quigley,Dan O'Bannon
3439,Meg Foster,John Carpenter
3440,James Coburn,John Sturges
3441,Marlee Matlin,William Arntz
3442,Scarlett Johansson,Woody Allen
3443,Angell Conwell,DJ Pooh
3444,Mo'Nique,DJ Pooh
3445,Estella Warren,Wayne Kramer
3446,Montgomery Clift,John Huston
3447,Robin Williams,Patrick Stettner
3448,Vincent Pastore,James Melkonian
3449,Ian Somerhalder,Roger Avary
3450,Roscoe Lee Browne,Alfred Hitchcock
3451,Dylan Baker,Bob Odenkirk
3452,Salma Hayek,Allison Anders
3453,Jeremy Davies,Steven Shainberg
3454,Laura Ramsey,Rick de Oliveira
3455,Michael Wincott,Oliver Stone
3456,Catherine O'Hara,Christopher Guest
3457,Collin Alfredo St. Dic,Ron Fricke
3458,Philip Baker Hall,John Dahl
3459,Michael Angarano,Gavin Wiesen
3460,Kelli Garner,Mike Mills
3461,Anna Gunn,Kevin Smith
3462,Stephanie Leonidas,Dave McKean
3463,Michael Berryman,Ruggero Deodato
3464,Chazz Palminteri,Mars Callahan
3465,Kelly Macdonald,Mike Figgis
3466,Nicolas Cage,David Gordon Green
3467,Viggo Mortensen,Renny Harlin
3468,Peter McNamara,Stefan Schwartz
3469,Lauren Ambrose,Robert Lee King
3470,Craig Ferguson,Kevin Allen
3471,Tom Cullen,Richard Raymond
3472,Hector Kotsifakis,Jorge Ramírez Suárez
3473,Luis Tosar,Fernando León de Aranoa
3474,Noah Emmerich,David Schwimmer
3475,Anna Friel,Barry Levinson
3476,Rachel Griffiths,Sam Miller
3477,Salma Hayek,Dan Ireland
3478,Connor Paolo,Jim Mickle
3479,Keanu Reeves,Stephen Kay
3480,George Kennedy,Sam Levinson
3481,Saad Siddiqui,Ruba Nadda
3482,Ed Speleers,Julian Gilbey
3483,David Hewlett,Vincenzo Natali
3491,Hattie McDaniel,Victor Fleming
3492,Robert Shaw,Fred Zinnemann
3493,Robert Duvall,Sidney Lumet
3494,Snoop Dogg,Alan Jacobs
3495,Alice Olivia Clarke,Dagur Kári
3496,James Coburn,Sam Peckinpah
3497,Keenan Wynn,George Sidney
3498,Kayvan Novak,Christopher Morris
3499,Michael Kelly,Peter Stebbings
3500,Slim Pickens,Sam Peckinpah
3501,Brenda Vaccaro,John Schlesinger
3502,Peter Graves,Jim Abrahams
3503,Tom Wilkinson,Peter Cattaneo
3504,Tom Wilkinson,Peter Cattaneo
3505,Jada Pinkett Smith,Albert Hughes
3506,Nia Long,F. Gary Gray
3507,Julian Richings,Robert Eggers
3508,George Kennedy,Michael Gornick
3509,John Forsythe,Richard Brooks
3510,Colleen Dewhurst,Fred Zinnemann
3511,Bernard Cribbins,Alfred Hitchcock
3512,Janet Leigh,Jack Smight
3513,Joe Estevez,Michael Martin
3514,John Mahoney,Edward Burns
3515,Brendan Fraser,Bill Condon
3516,Ted Raimi,Sam Raimi
3517,Wanda Sykes,Louis C.K.
3518,Frances Conroy,Robert Cary
3519,Diahann Carroll,Warren P. Sonoda
3520,Zooey Deschanel,Adam Rapp
3521,Jordana Brewster,Angela Robinson
3522,Jane Goodall,Charles Ferguson
3523,Fisher Stevens,Avi Nesher
3531,Madeline Kahn,Mel Brooks
3532,Kevin Spacey,J.C. Chandor
3533,Anjelica Huston,Clark Gregg
3534,Murray Bartlett,Eldar Rapaport
3535,J.K. Simmons,Damien Chazelle
3536,Armando Riesco,Alejandro Monteverde
3537,Danny Dyer,Justin Kerrigan
3538,James Franco,Karen Moncrieff
3539,Geoff Stults,Jennifer Finnigan
3540,Roddy McDowall,Mark L. Lester
3541,Samantha Morton,Eric Styles
3542,John Cassavetes,Roman Polanski
3543,Lee Marvin,John Ford
3544,Catalina Sandino Moreno,Joshua Marston
3545,Goran Visnjic,Mike Mills
3546,Peter Gallagher,Max Mayer
3547,Krista Allen,John Gulager
3548,Donna Reed,Frank Capra
3549,Sarah Gadon,Brandon Cronenberg
3550,Sprague Grayden,Tod Williams
3551,Rhys Wakefield,James DeMonaco
3552,Danielle Kotch,Scott Derrickson
3553,Bernie Mac,Spike Lee
3554,William Holden,David Lean
3555,Li Gong,Yimou Zhang
3556,James Nesbitt,Kirk Jones
3557,Kevin Zegers,Charles Martin Smith
3558,Michael Moore,Michael Moore
3559,Clu Gulager,Jack Sholder
3560,Julian Sands,James Ivory
3561,Ye Liu,Chuan Lu
3562,Nancy O'Dell,David Raynr
3563,Fred MacMurray,Billy Wilder
3564,Burl Ives,Richard Brooks
3565,Linda Harrison,Ted Post
3566,Kane Hodder,Adam Marcus
3567,Ariana Richards,Patrick Read Johnson
3568,Ed Lauter,Alfred Hitchcock
3569,Tamara Toumanova,Alfred Hitchcock
3570,Common,Michel Gondry
3571,Blair Underwood,Michael Schultz
3572,Shirley Jones,Richard Brooks
3573,Omari Hardwick,Benny Boom
3574,Maximilian Schell,Stanley Kramer
3575,Donald Faison,David Raynr
3576,Montgomery Clift,Howard Hawks
3577,Seamus Davey-Fitzpatrick,Richard Linklater
3578,John Astin,Christopher Leitch
3579,Mo'Nique,Nnegest Likké
3580,Angus Scrimm,Don Coscarelli
3581,Loretta Devine,Michael Schultz
3582,America Ferrera,Patricia Cardoso
3583,John Abraham,Deepa Mehta
3584,Archie Panjabi,Damien O'Donnell
3585,Callie Thorne,Peter M. Cohen
3586,Greta Gerwig,Noah Baumbach
3587,Oliver Platt,Nicole Holofcener
3588,Peter Ostrum,Mel Stuart
3589,Julian Sands,Anthony Hickox
3590,Kristy Swanson,Tom Schulman
3591,Sam Shepard,Terrence Malick
3592,Matthew McConaughey,Jill Sprecher
3593,Kevin Pollak,Enrique Begne
3594,Julie Benz,Darren Stein
3595,Gary Oldman,Julian Schnabel
3596,Terry Pheto,Gavin Hood
3597,Robyn Lively,David Nixon
3598,Philip Seymour Hoffman,Todd Solondz
3599,Eddie Griffin,George Gallo
3600,Johnny Depp,Kevin Smith
3601,Greta Gerwig,Whit Stillman
3602,Min-sik Choi,Chan-wook Park
3603,Gregory Smith,Jason Eisener
3604,Kirsten Dunst,Leslye Headland
3605,Michael Fassbender,Andrea Arnold
3606,Bokeem Woodbine,Matthew Bright
3607,William Morgan Sheppard,Michael Landon Jr.
3608,Matt Cohen,Deon Taylor
3609,Michael Gross,Tim Heidecker
3610,Aidan Quinn,Conor McPherson
3611,Alicja Bachleda,Marco Kreuzpaintner
3612,Johnny Pacar,Kate Connor
3613,Gretchen Mol,Jason Alexander
