movie_title,color,language,country,genres,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
Mars Needs Moms ,Color,English,USA,Action|Adventure|Animation|Comedy|Family|Sci-Fi,PG,boy|martian|rescue|robot|sexism,Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott
Flushed Away ,Color,English,UK,Adventure|Animation|Comedy|Family,PG,boat|frog|rat|sewer|toad,David Bowers,Hugh Jackman,Kate Winslet,David Suchet
Pan ,Color,English,USA,Adventure|Family|Fantasy,PG,1940s|child hero|fantasy world|orphan|reference to peter pan,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie
Mr. Peabody & Sherman ,Color,English,USA,Adventure|Animation|Comedy|Family|Sci-Fi,PG,dog|father son relationship|inventor|talking dog|time travel,Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar
Troy ,Color,English,USA,Adventure,R,greek|mythology|prince|trojan|troy,Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover
Madagascar 3: Europe's Most Wanted ,Color,English,USA,Adventure|Animation|Comedy|Family,PG,animal|circus|island name in title|lemur|penguin,Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer
Die Another Day , Black and White,English,UK,Action|Adventure|Thriller,PG-13,catfight|clinic|colonel|diamond|patricide,Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune
Ghostbusters ,Color,English,USA,Action|Comedy|Fantasy|Sci-Fi,PG-13,ghost|ghostbuster|ghostbusters|male objectification|reboot,Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods
Armageddon ,Color,English,USA,Action|Adventure|Sci-Fi|Thriller,PG-13,asteroid|astronaut|bomb|meteorite|outer space,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton
Men in Black II ,Color,English,USA,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,PG-13,alien|lingerie|lingerie model|m.i.b.|pug,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn
Beowulf ,Color,English,USA,Action|Adventure|Animation|Fantasy,PG-13,creature|demon|king|reward|warrior,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché
Kung Fu Panda 3 ,Color,English,USA,Action|Adventure|Animation|Comedy|Family,PG,china|kung fu|panda|pig|village,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight
Mission: Impossible - Ghost Protocol ,Color,English,USA,Action|Adventure|Thriller,PG-13,dubai|kremlin|race against time|russian|terrorist,Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist
Rise of the Guardians ,Color,English,USA,Adventure|Animation|Family|Fantasy,PG,belief|box office hit|children|new york city|tooth,Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin
Fun with Dick and Jane ,Color,English,USA,Comedy|Crime,PG-13,animal abuse|ceo|heist|suburb|unemployment,Dean Parisot,John Michael Higgins,Richard Burgi,David Herman
The Last Samurai ,Color,English,USA,Action|Drama|History|War,R,captain|emperor|honor|japan|samurai,Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg
Exodus: Gods and Kings ,Color,English,UK,Action|Adventure|Drama,PG-13,egypt|exodus|moses|pharaoh|plague,Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn
Star Trek ,Color,English,USA,Action|Adventure|Sci-Fi,PG-13,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood
Spider-Man ,Color,English,USA,Action|Adventure|Fantasy|Romance,PG-13,evil|goblin|spider|spider man|superhero,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst
How to Train Your Dragon 2 ,Color,English,USA,Action|Adventure|Animation|Comedy|Family|Fantasy,PG,dragon|father son relationship|husband wife relationship|mother son relationship|viking,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera
Gods of Egypt ,Color,English,USA,Action|Adventure|Fantasy,PG-13,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown
Stealth ,Color,English,USA,Action|Adventure|Sci-Fi|Thriller,PG-13,artificial intelligence|box office flop|fighter jet|navy|pilot,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh
Watchmen ,Color,English,USA,Action|Drama|Mystery|Sci-Fi,R,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie
Lethal Weapon 4 ,Color,English,USA,Action|Crime|Thriller,R,kung fu|lapd|martial arts|private investigator|triad,Richard Donner,Jet Li,Rene Russo,Darlene Love
Hulk ,Color,English,USA,Action|Sci-Fi,PG-13,1980s|c 130 hercules|monster|panzer|san francisco california,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston
G.I. Joe: Retaliation ,Color,English,USA,Action|Adventure|Sci-Fi|Thriller,PG-13,general|gi joe|martial arts|ninja|president,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung
Sahara ,Color,English,UK,Action|Adventure|Comedy|Thriller,PG-13,beach|civil war|desert|dictator|ship,Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo
Final Fantasy: The Spirits Within ,Color,English,USA,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,PG-13,general|military|scientist|soldier|year 2065,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons
Captain America: The First Avenger ,Color,English,USA,Action|Adventure|Sci-Fi,PG-13,arctic|captain america|scientist|tesseract|war bond,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell
The World Is Not Enough ,Color,English,UK,Action|Adventure|Thriller,PG-13,british|oil|scientist|terrorist|tycoon,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn
Master and Commander: The Far Side of the World ,Color,English,USA,Action|Adventure|Drama|History|War,PG-13,1800s|napoleonic wars|pursuit|royal navy|ship,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall
The Twilight Saga: Breaking Dawn - Part 2 ,Color,English,USA,Adventure|Drama|Fantasy|Romance,PG-13,battle|friend|super strength|vampire|vision,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner
Happy Feet 2 ,Color,English,Australia,Animation|Comedy|Family|Musical,PG,3d|antarctica|krill|penguin|sequel,George Miller,Robin Williams,Brad Pitt,Common
The Incredible Hulk ,Color,English,USA,Action|Adventure|Sci-Fi,PG-13,antidote|cure|hulk|marvel cinematic universe|opening action scene,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt
Miami Vice             ,Color,English,USA,Action|Crime|Drama|Mystery|Thriller,TV-14,cult tv|detective|drugs|police|undercover,,Don Johnson,Philip Michael Thomas,John Diehl
The BFG ,Color,English,UK,Adventure|Family|Fantasy,PG,cannibal|evil brother|giant|london england|queen,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall
The Revenant ,Color,English,USA,Adventure|Drama|Thriller|Western,R,bear attack|cauterizing a wound|native american|revenge|survival,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas
Turbo ,Color,English,USA,Adventure|Animation|Comedy|Family|Sport,PG,accident|freak accident|race|snail|underdog,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz
Rango ,Color,English,USA,Adventure|Animation|Comedy|Family|Western,PG,chameleon|lizard|sheriff|water|western town,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root
Penguins of Madagascar ,Color,English,USA,Adventure|Animation|Comedy|Family,PG,little girl|park|spy|statue of liberty|television van,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter
The Bourne Ultimatum ,Color,English,USA,Action|Mystery|Thriller,PG-13,action hero|cia|dark past|flashback|memory,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney
Kung Fu Panda ,Color,English,USA,Action|Adventure|Animation|Comedy|Family,PG,kung fu|kung fu master|master|panda|snow leopard,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler
Ant-Man ,Color,English,USA,Action|Adventure|Comedy|Sci-Fi,PG-13,ant|chinatown san francisco|heist|sabotage|vault,Peyton Reed,Judy Greer,Hayley Atwell,T.I.
The Hunger Games: Catching Fire ,Color,English,USA,Adventure|Sci-Fi|Thriller,PG-13,president|snow|television|tour|uprising,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty
The Twilight Saga: Breaking Dawn - Part 2 ,Color,English,USA,Adventure|Drama|Fantasy|Romance,PG-13,battle|friend|super strength|vampire|vision,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner
Home ,Color,English,USA,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,PG,alien friendship|alien invasion|australia|flying car|mother daughter relationship,Tim Johnson,Jim Parsons,Matt Jones,April Winchell
War of the Worlds ,Color,English,USA,Adventure|Sci-Fi|Thriller,PG-13,alien|fight|storm|survival|tripod,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez
Bad Boys II ,Color,English,USA,Action|Comedy|Crime|Thriller,R,cuba|dea|drugs|money|undercover,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà
Puss in Boots ,Color,English,USA,Action|Adventure|Animation|Comedy|Family|Fantasy,PG,betrayal|egg|friend|goose|hero,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris
Salt ,Color,English,USA,Action|Crime|Mystery|Thriller,PG-13,cia|on the run|russian|russian spy|strong female lead,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl
Noah ,Color,English,USA,Action|Adventure|Drama,PG-13,ark|flood|noah's ark|water|wrath of god,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman
The Adventures of Tintin ,Color,English,USA,Action|Adventure|Family|Mystery,PG,captain|morocco|ship|tintin|treasure,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran
Harry Potter and the Prisoner of Azkaban ,Color,English,UK,Adventure|Family|Fantasy|Mystery,PG,magic|muggle|serial killer|traitor|wizard,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint
Australia ,Color,English,Australia,Adventure|Drama|Romance|War,PG-13,australia|cattle|darwin|drover|japanese,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo
After Earth ,Color,English,USA,Action|Adventure|Sci-Fi,PG-13,box office flop|father son team|fear|race against time|real life father and son playing father and son,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower
Dinosaur ,Color,English,USA,Adventure|Animation|Family|Thriller,PG,egg|iguanodon|lemur|meteor|nesting grounds,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese
Harry Potter and the Deathly Hallows: Part II ,Color,English,UK,Action|Fantasy,,,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson
Night at the Museum: Secret of the Tomb ,Color,English,USA,Adventure|Comedy|Family|Fantasy,PG,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan
Megamind ,Color,English,USA,Action|Animation|Comedy|Family|Sci-Fi,PG,battle|city|planet|prison|superhero,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell
Harry Potter and the Sorcerer's Stone ,Color,English,UK,Adventure|Family|Fantasy,PG,based on novel|birthday|evil wizard|quidditch|wizard,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer
R.I.P.D. ,Color,English,USA,Action|Comedy|Fantasy,PG-13,drug dealer|gold|partner|police|undead,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak
Godzilla Resurgence ,Color,Japanese,Japan,Action|Adventure|Drama|Horror|Sci-Fi,,blood|godzilla|monster|sequel,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda
Pirates of the Caribbean: The Curse of the Black Pearl ,Color,English,USA,Action|Adventure|Fantasy,PG-13,caribbean|curse|governor|pirate|undead,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport
Harry Potter and the Deathly Hallows: Part I ,Color,English,UK,Fantasy,,,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch
The Hunger Games: Mockingjay - Part 1 ,Color,English,USA,Adventure|Sci-Fi|Thriller,PG-13,based on young adult novel|manipulation|rebellion|symbol|uprising,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson
The Da Vinci Code ,Color,English,USA,Mystery|Thriller,PG-13,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow
Rio 2 ,Color,English,USA,Adventure|Animation|Comedy|Family|Musical,G,amazon|bird|father in law|jungle|no opening credits,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia
X-Men 2 ,Color,English,Canada,Action|Adventure|Fantasy|Sci-Fi|Thriller,PG-13,mutant|prison|professor|school|x men,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford
Fast Five ,Color,English,USA,Action|Crime|Thriller,PG-13,drug lord|drugs|federal agent|heist|police,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson
Sherlock Holmes: A Game of Shadows ,Color,English,USA,Action|Adventure|Crime|Mystery|Thriller,PG-13,factory|gypsy|investigation|sherlock holmes|train,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson
Clash of the Titans ,Color,English,USA,Action|Adventure|Fantasy,PG-13,famous line|hand to hand combat|kraken|rape|zeus,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos
Total Recall ,Color,English,USA,Action|Sci-Fi,R,ambiguous ending|false memory|implanted memory|memory|space colony,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell
The 13th Warrior ,Color,English,USA,Action|Adventure|History,R,arab|battle|combat|viking|warrior,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell
The Bourne Legacy ,Color,English,USA,Action|Adventure|Thriller,PG-13,assassin|cia|drone|pill|wolf,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach
Batman & Robin ,Color,English,USA,Action,PG-13,butler|critically bashed|cure|freeze|gotham,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover
How the Grinch Stole Christmas ,Color,English,USA,Comedy|Family|Fantasy,PG,box office hit|christmas|materialism|public humiliation|snowflake,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon
The Day After Tomorrow ,Color,English,USA,Action|Adventure|Sci-Fi|Thriller,PG-13,climate|end of the world|global warming|natural disaster|weather,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward
Mission: Impossible II ,Color,English,USA,Action|Adventure|Thriller,PG-13,cure|mission|terrorist|thief|virus,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh
The Perfect Storm ,Color,English,USA,Action|Adventure|Drama|Thriller,PG-13,death|fish|fishing|sea|storm,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton
Fantastic 4: Rise of the Silver Surfer ,Color,English,USA,Action|Adventure|Sci-Fi|Thriller,PG,fantastic four|space|strong female character|strong female lead|superheroine,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher
Life of Pi ,Color,English,USA,Adventure|Drama|Fantasy,PG,animal|faith|india|journey|tiger,Ang Lee,Suraj Sharma,Rafe Spall,Tabu
Ghost Rider ,Color,English,USA,Action|Fantasy|Thriller,PG-13,blackheart|devil|father|ghost|mephistopheles,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda
Jason Bourne ,Color,English,UK,Action|Thriller,PG-13,black ops|chase|cia|cia agent|repeated scene,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh
Charlie's Angels: Full Throttle ,Color,English,USA,Action|Adventure|Comedy|Crime,PG-13,fbi|murder|ring|witness protection|witness protection program,McG,Demi Moore,Bernie Mac,Justin Theroux
Prometheus ,Color,English,USA,Adventure|Mystery|Sci-Fi,R,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris
Stuart Little 2 ,Color,English,USA,Adventure|Animation|Comedy|Family|Fantasy,PG,anthropomorphic mouse|falcon|marshmallow|second part|soccer,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith
Elysium ,Color,English,USA,Action|Drama|Sci-Fi|Thriller,R,christ figure|class differences|messiah|saviour|social commentary,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga
The Chronicles of Riddick ,Color,English,USA,Action|Adventure|Sci-Fi|Thriller,PG-13,bounty hunter|escape|necromonger|planet|warrior,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox
RoboCop ,Color,English,USA,Action|Crime|Sci-Fi|Thriller,PG-13,law enforcement|police|robocop|robot|technology,José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle
Speed Racer ,Color,English,USA,Action|Family|Sport,PG,based on anime|based on cartoon|gadget car|racer|speed,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia
How Do You Know ,Color,English,USA,Comedy|Drama|Romance,PG-13,embarrassment|falling in love|love|love triangle|revelation,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris
Knight and Day ,Color,English,USA,Action|Comedy|Romance,PG-13,chase|fbi|garage|spy|surveillance,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà
Oblivion ,Color,English,USA,Action|Adventure|Mystery|Sci-Fi,PG-13,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell
Star Wars: Episode III - Revenge of the Sith ,Color,English,USA,Action|Adventure|Fantasy|Sci-Fi,PG-13,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen
Star Wars: Episode II - Attack of the Clones ,Color,English,USA,Action|Adventure|Fantasy|Sci-Fi,PG,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen
"Monsters, Inc. ",Color,English,USA,Adventure|Animation|Comedy|Family|Fantasy,G,friend|little girl|monster|rival|scream,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn
The Wolverine ,Color,English,USA,Action|Adventure|Sci-Fi|Thriller,PG-13,healing power|marvel comics|mecha|regeneration|self healing,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima
Star Wars: Episode I - The Phantom Menace ,Color,English,USA,Action|Adventure|Fantasy|Sci-Fi,PG,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid
The Croods ,Color,English,USA,Adventure|Animation|Comedy|Family|Fantasy,PG,cave|caveman|journey|strict father|survival,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage
Asterix at the Olympic Games ,Color,French,France,Adventure|Comedy|Family|Fantasy,,1st century b.c.|lightsaber|local blockbuster|magical potion|potion,Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler
Windtalkers ,Color,English,USA,Action|Drama|War,R,code|duty|steel helmet|u.s. marine|u.s. soldier,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich
The Huntsman: Winter's War ,Color,English,USA,Action|Adventure|Drama|Fantasy,PG-13,based on fairy tale|dark fantasy|fairy tale|second part|sequel,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron
Teenage Mutant Ninja Turtles ,Color,English,USA,Action|Adventure|Comedy|Sci-Fi,PG-13,18 wheeler|mutant|ninja|sewer|turtle,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard
Gravity ,Color,English,UK,Adventure|Drama|Sci-Fi|Thriller,PG-13,box office hit|long take|sole survivor|space|space station,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren
Dante's Peak ,Color,English,USA,Action|Adventure|Thriller,PG-13,ash|escape|lava|mayor|volcano,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma
