,movie_name,domestic_gross,movie_link,production_budget,release_date,worldwide_gross,movie_title
210,The Hunger Games: Mockingjay - Part 1,337135885,http://www.the-numbers.com/movie/Hunger-Games-Mockingjay-Part-1-The#tab=summary,125000000,11/21/2014,766652288,The Hunger Games: Mockingjay - Part 1 
211,Harry Potter and the Sorcererâ€™s Stone,317575550,http://www.the-numbers.com/movie/Harry-Potter-and-the-Sorcerers-Stone#tab=summary,125000000,11/16/2001,974755371,Harry Potter and the Sorcerer's Stone 
212,Pirates of the Caribbean: The Curse of the Black Pearl,305411224,http://www.the-numbers.com/movie/Pirates-of-the-Caribbean-The-Curse-of-the-Black-Pearl#tab=summary,125000000,7/9/2003,634954103,Pirates of the Caribbean: The Curse of the Black Pearl 
213,Harry Potter and the Deathly Hallows: Part I,295983305,http://www.the-numbers.com/movie/Harry-Potter-and-the-Deathly-Hallows-Part-I#tab=summary,125000000,11/19/2010,960283305,Harry Potter and the Deathly Hallows: Part I 
214,The Da Vinci Code,217536138,http://www.the-numbers.com/movie/Da-Vinci-Code-The#tab=summary,125000000,5/19/2006,767820459,The Da Vinci Code 
216,Fast Five,209837675,http://www.the-numbers.com/movie/Fast-Five#tab=summary,125000000,4/29/2011,629969804,Fast Five 
218,Sherlock Holmes: A Game of Shadows,186848418,http://www.the-numbers.com/movie/Sherlock-Holmes-A-Game-of-Shadows#tab=summary,125000000,12/16/2011,535663443,Sherlock Holmes: A Game of Shadows 
219,The Day After Tomorrow,186740799,http://www.the-numbers.com/movie/Day-After-Tomorrow-The#tab=summary,125000000,5/28/2004,556319450,The Day After Tomorrow 
222,Prometheus,126477084,http://www.the-numbers.com/movie/Prometheus#tab=summary,125000000,6/8/2012,399005706,Prometheus 
223,The Bourne Legacy,113203870,http://www.the-numbers.com/movie/Bourne-Legacy-The#tab=summary,125000000,8/10/2012,280355920,The Bourne Legacy 
224,Batman & Robin,107325195,http://www.the-numbers.com/movie/Batman-and-Robin#tab=summary,125000000,6/20/1997,238317814,Batman & Robin 
226,The 13th Warrior,32698899,http://www.the-numbers.com/movie/13th-Warrior-The#tab=summary,125000000,8/27/1999,61698899,The 13th Warrior 
227,How the Grinch Stole Christmas,260044825,http://www.the-numbers.com/movie/How-the-Grinch-Stole-Christmas-(2000)#tab=summary,123000000,11/17/2000,345141403,How the Grinch Stole Christmas 
229,The Perfect Storm,182618434,http://www.the-numbers.com/movie/Perfect-Storm-The#tab=summary,120000000,6/30/2000,328711434,The Perfect Storm 
230,Fantastic Four: Rise of the Silver Surfer,131921738,http://www.the-numbers.com/movie/Fantastic-Four-Rise-of-the-Silver-Surfer#tab=summary,120000000,6/15/2007,288215319,Fantastic 4: Rise of the Silver Surfer 
231,Life of Pi,124987022,http://www.the-numbers.com/movie/Life-of-Pi#tab=summary,120000000,11/21/2012,607987022,Life of Pi 
232,Ghost Rider,115802596,http://www.the-numbers.com/movie/Ghost-Rider#tab=summary,120000000,2/16/2007,229545589,Ghost Rider 
233,Jason Bourne,108521835,http://www.the-numbers.com/movie/Jason-Bourne#tab=summary,120000000,7/29/2016,200421835,Jason Bourne 
234,Charlie's Angels: Full Throttle,100814328,http://www.the-numbers.com/movie/Charlies-Angels-Full-Throttle#tab=summary,120000000,6/27/2003,227200000,Charlie's Angels: Full Throttle 
235,Elysium,93050117,http://www.the-numbers.com/movie/Elysium#tab=summary,120000000,8/9/2013,286192091,Elysium 
236,Oblivion,89107235,http://www.the-numbers.com/movie/Oblivion-(2013)#tab=summary,120000000,4/19/2013,287916633,Oblivion 
237,Stuart Little 2,64956806,http://www.the-numbers.com/movie/Stuart-Little-2#tab=summary,120000000,7/19/2002,166000000,Stuart Little 2 
239,The Chronicles of Riddick,57712751,http://www.the-numbers.com/movie/Chronicles-of-Riddick-The#tab=summary,120000000,6/11/2004,107212751,The Chronicles of Riddick 
241,Speed Racer,43945766,http://www.the-numbers.com/movie/Speed-Racer#tab=summary,120000000,5/9/2008,93394462,Speed Racer 
243,How Do You Know?,30212620,http://www.the-numbers.com/movie/How-Do-You-Know#tab=summary,120000000,12/17/2010,49628177,How Do You Know 
245,Knight and Day,76423035,http://www.the-numbers.com/movie/Knight-and-Day#tab=summary,117000000,6/23/2010,258751370,Knight and Day 
246,Star Wars Ep. I: The Phantom Menace,474544677,http://www.the-numbers.com/movie/Star-Wars-Ep-I-The-Phantom-Menace#tab=summary,115000000,5/19/1999,1027044677,Star Wars: Episode I - The Phantom Menace 
247,Star Wars Ep. III: Revenge of the Sith,380270577,http://www.the-numbers.com/movie/Star-Wars-Ep-III-Revenge-of-the-Sith#tab=summary,115000000,5/19/2005,848998877,Star Wars: Episode III - Revenge of the Sith 
248,Star Wars Ep. II: Attack of the Clones,310676740,http://www.the-numbers.com/movie/Star-Wars-Ep-II-Attack-of-the-Clones#tab=summary,115000000,5/16/2002,656695615,Star Wars: Episode II - Attack of the Clones 
249,"Monsters, Inc.",289423425,http://www.the-numbers.com/movie/Monsters-Inc#tab=summary,115000000,11/2/2001,559757719,"Monsters, Inc. "
250,The Wolverine,132556852,http://www.the-numbers.com/movie/Wolverine-The#tab=summary,115000000,7/26/2013,416456852,The Wolverine 
251,Dante's Peak,67163857,http://www.the-numbers.com/movie/Dantes-Peak#tab=summary,115000000,2/7/1997,178200000,Dante's Peak 
252,The Huntsman: Winterâ€™s War,48003015,http://www.the-numbers.com/movie/Huntsman-Winters-War-The#tab=summary,115000000,4/22/2016,164602163,The Huntsman: Winter's War 
253,Windtalkers,40914068,http://www.the-numbers.com/movie/Windtalkers#tab=summary,115000000,6/14/2002,77628265,Windtalkers 
254,AstÃ©rix aux Jeux Olympiques,999811,http://www.the-numbers.com/movie/Asterix-aux-Jeux-Olympiques#tab=summary,113500000,7/4/2008,132999811,Asterix at the Olympic Games 
255,Gulliver's Travels,42779261,http://www.the-numbers.com/movie/Gullivers-Travels-(2010)#tab=summary,112000000,12/25/2010,232017848,Gulliver's Travels 
256,Gravity,274092705,http://www.the-numbers.com/movie/Gravity#tab=summary,110000000,10/4/2013,716392705,Gravity 
257,Night at the Museum,250863268,http://www.the-numbers.com/movie/Night-at-the-Museum#tab=summary,110000000,12/22/2006,579446407,Night at the Museum 
258,Mr. and Mrs. Smith,186336279,http://www.the-numbers.com/movie/Mr-and-Mrs-Smith#tab=summary,110000000,6/10/2005,486124090,Mr. & Mrs. Smith 
259,San Andreas,155190832,http://www.the-numbers.com/movie/San-Andreas#tab=summary,110000000,5/29/2015,469590832,San Andreas 
260,The Smurfs,142614158,http://www.the-numbers.com/movie/Smurfs-The#tab=summary,110000000,7/29/2011,563749323,The Smurfs 
261,Live Free or Die Hard,134529403,http://www.the-numbers.com/movie/Live-Free-or-Die-Hard#tab=summary,110000000,6/27/2007,382288147,Live Free or Die Hard 
263,Ocean's Twelve,125531634,http://www.the-numbers.com/movie/Oceans-Twelve#tab=summary,110000000,12/10/2004,362989076,Ocean's Twelve 
264,Tomorrow Never Dies,125304276,http://www.the-numbers.com/movie/Tomorrow-Never-Dies#tab=summary,110000000,12/19/1997,339504276,Tomorrow Never Dies 
265,The Patriot,113330342,http://www.the-numbers.com/movie/Patriot-The#tab=summary,110000000,6/28/2000,215300000,The Patriot 
266,300: Rise of an Empire,106580051,http://www.the-numbers.com/movie/300-Rise-of-an-Empire#tab=summary,110000000,3/7/2014,330780051,300: Rise of an Empire 
267,The Aviator,102608827,http://www.the-numbers.com/movie/Aviator-The#tab=summary,110000000,12/17/2004,208370892,The Aviator 
268,The Green Hornet,98780042,http://www.the-numbers.com/movie/Green-Hornet-The#tab=summary,110000000,1/14/2011,229155503,The Green Hornet 
269,Real Steel,85463309,http://www.the-numbers.com/movie/Real-Steel#tab=summary,110000000,10/7/2011,263880341,Real Steel 
271,The Smurfs 2,71017784,http://www.the-numbers.com/movie/Smurfs-2-The#tab=summary,110000000,7/31/2013,348547523,The Smurfs 2 
273,The Taking of Pelham 123,65452312,http://www.the-numbers.com/movie/Taking-of-Pelham-123-The#tab=summary,110000000,6/12/2009,152364370,The Taking of Pelham 1 2 3 
274,Ender's Game,61737191,http://www.the-numbers.com/movie/Enders-Game#tab=summary,110000000,11/1/2013,89737191,Ender's Game 
275,Home on the Range,50026353,http://www.the-numbers.com/movie/Home-on-the-Range#tab=summary,110000000,4/2/2004,76482461,Home on the Range 
276,Speed 2: Cruise Control,48097081,http://www.the-numbers.com/movie/Speed-2-Cruise-Control#tab=summary,110000000,6/13/1997,150468000,Speed 2: Cruise Control 
279,The Lord of the Rings: The Fellowship of the Ring,315544750,http://www.the-numbers.com/movie/Lord-of-the-Rings-The-Fellowship-of-the-Ring-The#tab=summary,109000000,12/19/2001,887217688,The Lord of the Rings: The Fellowship of the Ring 
280,The Cat in the Hat,101018283,http://www.the-numbers.com/movie/Cat-in-the-Hat-The#tab=summary,109000000,11/21/2003,133818283,The Cat in the Hat 
281,Ali,58183966,http://www.the-numbers.com/movie/Ali#tab=summary,109000000,12/25/2001,87683966,Ali 
282,The Martian,228433663,http://www.the-numbers.com/movie/Martian-The#tab=summary,108000000,10/2/2015,640055863,The Martian 
283,"I, Robot",144801023,http://www.the-numbers.com/movie/I-Robot#tab=summary,105000000,7/16/2004,348629585,"I, Robot "
284,Stuart Little,140015224,http://www.the-numbers.com/movie/Stuart-Little#tab=summary,105000000,12/17/1999,298815224,Stuart Little 
285,The Princess and the Frog,104400899,http://www.the-numbers.com/movie/Princess-and-the-Frog-The#tab=summary,105000000,11/25/2009,270997378,The Princess and the Frog 
286,"10,000 B.C.",94784201,http://www.the-numbers.com/movie/10-000-B-C#tab=summary,105000000,3/7/2008,269065678,"10,000 B.C.             "
287,Town & Country,6712451,http://www.the-numbers.com/movie/Town-and-Country#tab=summary,105000000,4/27/2001,10364769,Town & Country 
288,Gone in 60 Seconds,101643008,http://www.the-numbers.com/movie/Gone-in-60-Seconds#tab=summary,103300000,6/9/2000,232643008,Gone in Sixty Seconds 
289,Gladiator,187683805,http://www.the-numbers.com/movie/Gladiator#tab=summary,103000000,5/5/2000,457683805,Gladiator 
291,Public Enemies,97104620,http://www.the-numbers.com/movie/Public-Enemies#tab=summary,102500000,7/1/2009,212282709,Public Enemies 
293,Minority Report,132024714,http://www.the-numbers.com/movie/Minority-Report#tab=summary,102000000,6/21/2002,358824714,Minority Report 
294,Cloud Atlas,27108272,http://www.the-numbers.com/movie/Cloud-Atlas#tab=summary,102000000,10/26/2012,130673154,Cloud Atlas 
295,Harry Potter and the Chamber of Secrets,261987880,http://www.the-numbers.com/movie/Harry-Potter-and-the-Chamber-of-Secrets#tab=summary,100000000,11/15/2002,878979634,Harry Potter and the Chamber of Secrets 
296,Terminator 2: Judgment Day,201858746,http://www.the-numbers.com/movie/Terminator-2-Judgment-Day#tab=summary,100000000,7/2/1991,513815401,Terminator 2: Judgment Day 
297,Batman Forever,184031112,http://www.the-numbers.com/movie/Batman-Forever#tab=summary,100000000,6/16/1995,336529144,Batman Forever 
299,National Treasure,173005002,http://www.the-numbers.com/movie/National-Treasure#tab=summary,100000000,11/19/2004,331323410,National Treasure 
300,Django Unchained,162805434,http://www.the-numbers.com/movie/Django-Unchained#tab=summary,100000000,12/25/2012,449948323,Django Unchained 
301,Little Fockers,148438600,http://www.the-numbers.com/movie/Little-Fockers#tab=summary,100000000,12/22/2010,310650574,Little Fockers 
302,True Lies,146282411,http://www.the-numbers.com/movie/True-Lies#tab=summary,100000000,7/15/1994,365300000,True Lies 
303,American Gangster,130164645,http://www.the-numbers.com/movie/American-Gangster#tab=summary,100000000,11/2/2007,267985456,American Gangster 
304,Cloudy with a Chance of Meatballs,124870275,http://www.the-numbers.com/movie/Cloudy-with-a-Chance-of-Meatballs#tab=summary,100000000,9/18/2009,236827677,Cloudy with a Chance of Meatballs 
305,The Other Guys,119219978,http://www.the-numbers.com/movie/Other-Guys-The#tab=summary,100000000,8/6/2010,170936470,The Other Guys 
307,The Wolf of Wall Street,116900694,http://www.the-numbers.com/movie/Wolf-of-Wall-Street-The#tab=summary,100000000,12/25/2013,391976723,The Wolf of Wall Street 
308,Epic,107518682,http://www.the-numbers.com/movie/Epic#tab=summary,100000000,5/24/2013,262794441,Epic 
309,Eraser,101295562,http://www.the-numbers.com/movie/Eraser#tab=summary,100000000,6/21/1996,234400000,Eraser 
310,The Hunchback of Notre Dame,100138851,http://www.the-numbers.com/movie/Hunchback-of-Notre-Dame-The#tab=summary,100000000,6/21/1996,325500000,The Hunchback of Notre Dame 
311,The Emperor's New Groove,89296573,http://www.the-numbers.com/movie/Emperors-New-Groove-The#tab=summary,100000000,12/15/2000,169296573,The Emperor's New Groove 
312,The Expendables 2,85028192,http://www.the-numbers.com/movie/Expendables-II-The#tab=summary,100000000,8/17/2012,311979256,The Expendables 2 
313,Where the Wild Things Are,77233467,http://www.the-numbers.com/movie/Where-the-Wild-Things-Are#tab=summary,100000000,10/16/2009,99123656,Where the Wild Things Are 
314,Eragon,75030163,http://www.the-numbers.com/movie/Eragon#tab=summary,100000000,12/15/2006,249488115,Eragon 
317,End of Days,66889043,http://www.the-numbers.com/movie/End-of-Days#tab=summary,100000000,11/24/1999,212026975,End of Days 
318,The Stepford Wives,59475623,http://www.the-numbers.com/movie/Stepford-Wives-The-(2004)#tab=summary,100000000,6/11/2004,96221971,The Stepford Wives 
319,Surf's Up,58867694,http://www.the-numbers.com/movie/Surfs-Up#tab=summary,100000000,6/8/2007,145395745,Surf's Up 
320,Blood Diamond,57377916,http://www.the-numbers.com/movie/Blood-Diamond#tab=summary,100000000,12/8/2006,171377916,Blood Diamond 
321,Legend of the Guardians: The Owls of Ga'Hoole,55675313,http://www.the-numbers.com/movie/Legend-of-the-Guardians-The-Owls-of-GaHoole#tab=summary,100000000,9/24/2010,139716717,Legend of the Guardians: The Owls of Ga'Hoole 
322,Starship Troopers,54768952,http://www.the-numbers.com/movie/Starship-Troopers#tab=summary,100000000,11/7/1997,121100000,Starship Troopers 
323,Land of the Lost,49438370,http://www.the-numbers.com/movie/Land-of-the-Lost#tab=summary,100000000,6/5/2009,69548641,Land of the Lost 
325,Catwoman,40202379,http://www.the-numbers.com/movie/Catwoman#tab=summary,100000000,7/23/2004,82145379,Catwoman 
326,The Expendables 3,39322544,http://www.the-numbers.com/movie/Expendables-3-The#tab=summary,100000000,8/15/2014,209461378,The Expendables 3 
327,Treasure Planet,38120554,http://www.the-numbers.com/movie/Treasure-Planet#tab=summary,100000000,11/27/2002,91800000,Treasure Planet 
328,Green Zone,35497337,http://www.the-numbers.com/movie/Green-Zone#tab=summary,100000000,3/12/2010,97523020,Green Zone 
331,Transcendence,23022309,http://www.the-numbers.com/movie/Transcendence#tab=summary,100000000,4/18/2014,103039258,Transcendence 
332,Son of the Mask,17018422,http://www.the-numbers.com/movie/Son-of-the-Mask#tab=summary,100000000,2/18/2005,59918422,Son of the Mask 
333,The Spanish Prisoner,10162034,http://www.the-numbers.com/movie/Spanish-Prisoner#tab=summary,100000000,4/3/1998,13835130,The Spanish Prisoner 
334,The Adventures of Pluto Nash,4411102,http://www.the-numbers.com/movie/Adventures-of-Pluto-Nash-The#tab=summary,100000000,8/16/2002,7094995,The Adventures of Pluto Nash 
336,The Peanuts Movie,130178411,http://www.the-numbers.com/movie/Peanuts-Movie-The#tab=summary,99000000,11/6/2015,244778411,The Peanuts Movie 
337,The Mummy Returns,202007640,http://www.the-numbers.com/movie/Mummy-Returns-The#tab=summary,98000000,5/4/2001,435040395,The Mummy Returns 
338,Gangs of New York,77730500,http://www.the-numbers.com/movie/Gangs-of-New-York#tab=summary,97000000,12/20/2002,183124621,Gangs of New York 
341,Ice Age: Continental Drift,161321843,http://www.the-numbers.com/movie/Ice-Age-Continental-Drift#tab=summary,95000000,7/13/2012,879765137,Ice Age: Continental Drift 
342,Black Hawk Down,108638745,http://www.the-numbers.com/movie/Black-Hawk-Down#tab=summary,95000000,12/28/2001,159691085,Black Hawk Down 
344,Percy Jackson & the Olympians: The Lightning Thief,88768303,http://www.the-numbers.com/movie/Percy-Jackson-and-the-Lightning-Thief#tab=summary,95000000,2/12/2010,223050874,Percy Jackson & the Olympians: The Lightning Thief 
346,Unstoppable,81562942,http://www.the-numbers.com/movie/Unstoppable#tab=summary,95000000,11/12/2010,169511609,Unstoppable 
347,The Fifth Element,63570862,http://www.the-numbers.com/movie/Fifth-Element-The#tab=summary,95000000,5/9/1997,263900000,The Fifth Element 
348,The Road to El Dorado,50802661,http://www.the-numbers.com/movie/Road-to-El-Dorado-The#tab=summary,95000000,3/31/2000,65700000,The Road to El Dorado 
349,The Lovely Bones,44114232,http://www.the-numbers.com/movie/Lovely-Bones-The#tab=summary,95000000,12/11/2009,94894448,The Lovely Bones 
350,Seventh Son,17223265,http://www.the-numbers.com/movie/Seventh-Son#tab=summary,95000000,2/6/2015,110623265,Seventh Son 
352,Finding Nemo,380529370,http://www.the-numbers.com/movie/Finding-Nemo#tab=summary,94000000,5/30/2003,936429370,Finding Nemo 
353,The Lord of the Rings: The Return of the King,377845905,http://www.the-numbers.com/movie/Lord-of-the-Rings-The-Return-of-the-King-The#tab=summary,94000000,12/17/2003,1141408667,The Lord of the Rings: The Return of the King 
354,The Lord of the Rings: The Two Towers,342548984,http://www.the-numbers.com/movie/Lord-of-the-Rings-The-Two-Towers-The#tab=summary,94000000,12/18/2002,934703179,The Lord of the Rings: The Two Towers 
355,Lara Croft: Tomb Raider,131144183,http://www.the-numbers.com/movie/Lara-Croft-Tomb-Raider#tab=summary,94000000,6/15/2001,273330185,Lara Croft: Tomb Raider 
356,Jurassic Park III,181166115,http://www.the-numbers.com/movie/Jurassic-Park-3#tab=summary,93000000,7/18/2001,365900000,Jurassic Park III 
